동별(1),동별(2),2022
동별(1),동별(2),합계
동별(1),동별(2),계
합계,소계,391859
합계,종로구,5834
합계,중구,5552
합계,용산구,7621
합계,성동구,11092
합계,광진구,12183
합계,동대문구,15481
합계,중랑구,20279
합계,성북구,17471
합계,강북구,17186
합계,도봉구,15345
합계,노원구,26696
합계,은평구,21732
합계,서대문구,12348
합계,마포구,12904
합계,양천구,17621
합계,강서구,28508
합계,구로구,18520
합계,금천구,11615
합계,영등포구,14654
합계,동작구,14317
합계,관악구,20228
합계,서초구,10158
합계,강남구,15158
합계,송파구,20571
합계,강동구,18785
